# This data file was created on Tue Oct  4 12:26:51 2016
# GBA 124 in Dessert Cryo
Time [s], Temperature A [K], Temperature B [K], Frequency [Hz], Capacitance [pF], Loss tangent
1475605621.661418, 84.133, 84.13, 10000.0, 1.2175111, 0.0013056
1475605669.180803, 84.025, 84.025, 1000.0, 1.2187331, 0.0007337
1475605741.348534, 83.888, 83.888, 100.0, 1.2189683, 0.0004034
1475605799.51504, 83.738, 83.738, 10000.0, 1.2174377, 0.0013397
1475605865.472979, 83.611, 83.611, 1000.0, 1.2186974, 0.0007433
1475605950.044779, 83.476, 83.476, 100.0, 1.2189457, 0.0004041
1475606020.048543, 89.104, 89.107, 10000.0, 1.2181992, 0.0009431
1475606093.545881, 93.925, 93.929, 1000.0, 1.2194162, 0.0006513
1475606183.211019, 99.158, 99.161, 100.0, 1.219992, 0.0004447
1475606254.678657, 104.817, 104.82, 10000.0, 1.2191555, 0.0006667
1475606333.268005, 109.931, 109.931, 1000.0, 1.220167, 0.000675
1475606422.574281, 115.113, 115.117, 100.0, 1.2207, 0.0004389
1475606492.328788, 120.666, 120.666, 10000.0, 1.2195445, 0.0006821
1475606564.087396, 125.329, 125.332, 1000.0, 1.220465, 0.0006811
1475606647.345126, 130.096, 130.099, 100.0, 1.220934, 0.000405
1475606711.03584, 135.199, 135.202, 10000.0, 1.21977, 0.000699
1475606783.331265, 139.88, 139.884, 1000.0, 1.220706, 0.0006512
1475606867.09007, 144.684, 144.684, 100.0, 1.220936, 0.000406
1475606931.050231, 149.844, 149.847, 10000.0, 1.219787, 0.0006877
1475607003.338211, 154.792, 154.796, 1000.0, 1.2206711, 0.0006629
1475607087.786809, 159.427, 159.43, 100.0, 1.220924, 0.0004135
1475607159.18463, 164.987, 164.991, 10000.0, 1.2197261, 0.0006916
1475607237.288673, 170.066, 170.069, 1000.0, 1.2206168, 0.0006643
1475607326.878231, 175.258, 175.261, 100.0, 1.220892, 0.0004185
1475607397.393775, 180.849, 180.853, 10000.0, 1.2196661, 0.0006971
1475607469.926129, 185.537, 185.541, 1000.0, 1.2205697, 0.0006653
1475607553.172688, 190.302, 190.306, 100.0, 1.2208066, 0.000417
1475607617.142333, 195.47, 195.473, 10000.0, 1.2195855, 0.0007057
1475607689.924128, 200.175, 200.175, 1000.0, 1.220557, 0.000648
1475607773.170866, 200.387, 200.386, 100.0, 1.220859, 0.0004251
1475607837.389492, 199.599, 199.597, 10000.0, 1.2196273, 0.0006934
1475607909.923238, 195.553, 195.55, 1000.0, 1.2205093, 0.000667
1475607994.372679, 191.22, 191.217, 100.0, 1.2208117, 0.0004283
1475608065.788261, 186.373, 186.373, 10000.0, 1.219666, 0.000689
1475608143.611022, 182.241, 182.238, 1000.0, 1.220557, 0.000642
1475608232.932785, 178.178, 178.176, 100.0, 1.220737, 0.0004082
1475608302.674726, 174.008, 174.006, 10000.0, 1.2196592, 0.0006938
1475608376.089728, 170.6, 170.598, 1000.0, 1.220528, 0.000662
1475608466.273282, 166.937, 166.935, 100.0, 1.220744, 0.000402
1475608537.738967, 163.171, 163.169, 10000.0, 1.2197369, 0.0006868
1475608616.349476, 159.888, 159.886, 1000.0, 1.2206498, 0.000661
1475608706.235102, 156.646, 156.646, 100.0, 1.2209102, 0.0004043
1475608776.762402, 153.319, 153.317, 10000.0, 1.219718, 0.000689
1475608849.021384, 150.65, 150.65, 1000.0, 1.220616, 0.0006599
1475608932.52555, 147.995, 147.993, 100.0, 1.220887, 0.0004
1475608997.007668, 145.224, 145.224, 10000.0, 1.219732, 0.0006921
1475609069.270649, 142.806, 142.804, 1000.0, 1.220629, 0.0006582
1475609153.900038, 140.381, 140.379, 100.0, 1.2208895, 0.0003981
1475609223.928587, 137.679, 137.679, 10000.0, 1.2197613, 0.0006952
1475609295.69879, 135.497, 135.496, 1000.0, 1.220667, 0.000663
1475609378.995709, 133.413, 133.412, 100.0, 1.220927, 0.000403
1475609443.230052, 131.343, 131.341, 10000.0, 1.219708, 0.0006969
1475609515.517971, 129.625, 129.625, 1000.0, 1.220627, 0.000671
1475609599.325933, 127.983, 127.982, 100.0, 1.220886, 0.0004028
1475609663.029766, 126.369, 126.368, 10000.0, 1.2196574, 0.0006913
1475609735.293532, 125.014, 125.014, 1000.0, 1.2205645, 0.0006806
1475609819.111709, 123.72, 123.72, 100.0, 1.220856, 0.0004127
1475609883.333704, 122.438, 122.438, 10000.0, 1.2196085, 0.0006765
1475609956.128198, 121.365, 121.365, 1000.0, 1.2205145, 0.0006822
